"S023296"	"S023297"	"S023300"	"S023301"	"S023312"	"S023313"	"S023314"	"S023318"	"S023322"	"S023331"	"S023332"	"S023333"	"S023334"	"S023335"	"S023336"	"S023337"	"S023351"	"S023355"	"S023360"	"S023361"	"S023372"	"S023373"	"S023374"	"S023375"	"S023377"	"S023379"	"S023380"	"S023381"	"S023382"
"ddb4bf40ab3391fcb26d08a2327acfa8"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0
"ddd25989d13b08e883d3aabc95328e80"	0	0	0	0	0	0	0	0	24	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4d66cf6fe2b042b0df93a1c7fa3f27a6"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0
"bbd2a482fcb6eaf6d980c8ce4d15fc8f"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0
"80743737fac1affa7b939310b3a5916b"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
"a7978967b6bcbf8ab01a832bdd0d4c43"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	26	0
"270ad623270aed310f2d933e98e3c70c"	0	0	0	0	0	0	0	0	0	12	0	8	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"e6703d57dd47d917c623d04614ff4fbe"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0
"dc5cf460cf44b59c16bd604cf1df88a2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0
"2e1bd604f3b8ae6e68ac6cf3907074eb"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0
"8b01616f658d97cb11f03f6d01d15cc1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0
"38c4441cb0ab7315c04275c123c4128f"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0
"6646937c82ae235873e8b1b2d5bcbe6f"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"431268b1b4f642b956ffe98cf994b5cd"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0
"03521f6981ee89c122c27d4a9606975c"	0	0	0	0	0	0	0	0	38	8	0	0	0	0	0	0	0	0	24	40	0	0	0	0	0	0	0	0	0
"5c2d0b0af998cf41bb32114ff7503051"	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	45	0	0	0	0	0
"5b186ad430f9ebc482b7e06d22009b90"	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0
"355bb3f0019740b60124961368939f15"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0
"e54e0481e781b6045bd90e9c95050166"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1b9d2fd44f09dfb0b82fd9c3ea3ea579"	0	0	0	0	0	0	0	18	0	0	0	0	0	0	12	22	0	0	28	0	0	0	0	0	0	0	0	0	0
"263071349bc2133e7117ef22e25b7917"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	18	0
"84f93c2e1ca5de9c0f008d1ab5c6e93e"	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"7621c776f28ed334fa201d7edaa3e6db"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"626ffcd8d63bd890e5e57f7019654c2f"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0
"3ffb81f26a0a8d82f79134c23d1a40f8"	0	0	0	0	0	0	0	0	0	0	0	0	8	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1f0ac0560f7bc458c54a3f0e5fa668f3"	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"5e1551426344371bb261d3c7678dcb2d"	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"c9dc714bbd46233ea665b7b1776aa7fa"	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ed491a1aefc84f4a8806a7d55eff4fc5"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2194ed000e7ccb18c8933c064c9ecd82"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"5881b58ea3086bcf6165c3c12f7dc46a"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"9d4d07639a6dfb98ed53d1fffc37a66c"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
"823fa1d63cbc84b6254ec426b2b5898a"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
"e81b3a93df71263b330f0799b6456e18"	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"cc9d349d00fe13068e88a98030b1a5d5"	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"19d58b15152724d1922687ee960bf088"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
"a2847f13c0f265904f8de86642e42dad"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
"481847ee94be5976512425b4484f4c6f"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
"21af0198bf89245a64a1361e357cc9ad"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"f8122130cbf9f2b1e34eb7505390bda6"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
"358c83a594d1bb562a69979ea8978b13"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
"0e6981395a76110a351c3c0daf856b66"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
"c8873d8089d65a0acc9b3b687966fb46"	0	0	0	0	0	0	0	0	0	0	0	0	0	7	11	0	0	0	0	0	0	0	9	0	0	0	0	0	0
"22cee31996efb488f11dbebca5d65dca"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"53f26fd971c4f6e70e19c288d7e8dc94"	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"858bf51f8f5811297155092f05808ea8"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0
"b2fb468cfff2fbea501d25b628cc561c"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"5f88d9fa23806ae9308c48696dcadff6"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1d9b622d7945c7d49d720b23169135fb"	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	14	0	0	0	0	0	40	0	0	0	0
"ad33629d7e43a02ecc53ff0d491477d3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1e42eb5eea63011baa91fca6332cc668"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"fdd7ca38cfbf969ebd32a5d58e737c96"	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"10a02dc929a833eabfa23d33bf2e1716"	0	0	0	0	0	0	0	0	0	12	0	0	0	0	23	0	0	0	0	22	7	0	0	7	0	0	0	0	0
"66df1d9f9df6478f4dcd45e8c2abc814"	0	0	0	0	0	0	0	0	0	0	9	0	0	0	12	0	0	8	9	0	0	11	0	20	0	0	0	0	0
"b9dd7a7beef175596315d75764d03b7e"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"536e3d2cb19cd42bf679ce808e274892"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2216f3dcdcc6b079a1d1ac299b3db16b"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"40928cc059a8a78d87ce76af018c273a"	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2ce0158e2976f2438748216151c4bfb0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	19	0	21	0	54	21	0	0	0	0	0	114
"86c74795e0a90862bb3f90f2b54d6993"	0	0	0	15	0	0	0	0	18	0	0	0	0	0	13	0	0	0	0	0	0	33	0	12	0	0	0	0	0
"6a92d14337d012aeca6e918028e0fe75"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
"05b1a33239c12f06f643d4c4e458ad33"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0
"d028fad8063bf47c0f713a9672a13d59"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"9e111ef994f8447414b698c3aa14c5c0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0
"7f51e44212af6f373cece1aa72218362"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	17	0	0	0	0	0	0	0	0	0	0
"1584ffae7add49adbd4931d61fdbf851"	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"26ddac4bb0b18f9034251b85cc65b9b4"	0	61	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0
"4e8b6f50d00856f9d91d84685fa2d183"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"cbbe4535035980691ccb2273da04ad69"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
"91728e205f37cfd4e1377a198c431a48"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0
"58e8ab7a3d847113c113f87b229a0390"	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"7dd890f064ccd7cc80a275eacd11cb9d"	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"3a97ec65cbb4b118919e487ed93b3bc6"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"10c78297e6d5c4db65f11aeaa960b869"	0	0	0	0	0	0	20	0	0	0	94	0	0	0	0	0	0	0	40	0	0	20	27	14	0	0	0	0	0
"aee2f8813bb99bd4f28e418b2c87b9f6"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0
"7269bc6437b28e1a054abf9eb620fcb2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"6e6b7b640046aa1990457443fac44022"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
"c0054a66bedbaf7755e02caf5ec70b67"	0	0	0	155	0	0	0	8	0	0	7	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"b9663e1b523dd5261e0bea53d1343c13"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	3	0	0
"d8ba8b231a0f023ca9af75924f3d0138"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0
"b4fb762a9f49b3252ddbace8363a28e8"	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ec3b3148e68be6655aaf4ddd1cd6182a"	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ad74e21566bd5c1a1dba1ae394bda71b"	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	11	0	0	0	0	0
"fa9ef08fdf28bde35ae0048689a24ea4"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"5d51239ee843d6d83e3f90945e169d2d"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
"786aff53822bc20b8e12ed914086b991"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20
"84b09390bf77d3a560a95927baf66f86"	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	273
"7d76a84f444ab0a91ed87ae6a8a16d26"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"fbffe5f63f503d46d7bd52f699c1b215"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"9a91ff10986a66b70d24ae1e2e405702"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"bd83f10c7d7f72f13c93004e5f7a255b"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"8a40a16086115db2d846488fd4f58b3c"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0
"a14cf27cb341e809f9983ad61f6af84d"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
"b9408693be603198aa5298c49afe4fce"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"f58bb910b7fc205029241b350f4a4a54"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"dff952d9e2b4191ca2bd61071e73ad1a"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"7f412feaf2eaec9984009e800585c868"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"74c8bf541ad58c8a712978042f17f3a2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"21b46d33f74b11bd6cc82bb0234a697c"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"31bed3115e3d9760542a64140516dfcf"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"e653b7b9dadad143cf5c9eafe5fed5c9"	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"d22506edc205af447f8e58e57bd1f281"	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"04ede2440e1b6864ce1af3f89c97f411"	0	0	0	0	0	0	0	4	0	5	0	9	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0
"2ca9ccf6da9f4eeddc81710ae380d00d"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"d6ee175fb840758e0bd1398161bf32f8"	0	2	0	11	0	0	0	0	0	0	7	0	0	0	0	0	0	0	229	0	0	0	5	0	3	0	0	0	0
"c0e1a8301d0b15f97e57bb4ae8014e8d"	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"593f7a76c3e86ae0dfc707a401e4e1e9"	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"791386f16ea7eee7453d15549f5ef4a4"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"58d0acdd288950b0a78839641742accc"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
"9bddf0f9581a0bf2902d71106d5fbb47"	12	0	0	9	0	13	0	0	0	0	29	3	0	48	21	0	0	0	26	5	13	0	0	0	0	4	3	0	0
"eb34bc002f9494d6a9ad32ab833bc812"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
"951429accecf48df6a2c8ca277b99cea"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"88cb0b80e9bf62b2e14ef90385b67137"	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0
"890990624b2a75fd8355204972131895"	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"42c4fb4198d630473c86a6014ad0de8d"	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"fa603ac31568a53940f7bac4e5006f8e"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"857cbc38e403577f013f1da3b02ec569"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
"b26e1a28aece95116fd912de038dfc18"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"100dd79a32b170e7da3ae7e828776972"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"b2ac794e62411057c7f46129312667e7"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"a2cd7230b14cede85742ef47ce29ad8a"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0
"b14d091a54c8fbdb4d5c73e787db08c3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"245a1c4446fa8872f74ac5a4d99a4987"	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"9d12d4842dbde05af9b543cb63a9b87b"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0
"f37193b97e6dfb5f1125584a78350bf0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
"45067479350dfd2fa3aa5dfc2cdbe0b8"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
"facfc83b7fde4131b7d7efbea19aaaeb"	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"f432ab0de684014f073e61bac6b38200"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"200dbb4e69a175cf6c9d7161a61a29c3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
"4db5400bed6b212b53f051516d7e6813"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
"6aebcdf12bbed9792ee3d0fb3a442903"	0	0	0	0	0	10	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	13	14	0	0	0	0	0
"0c7fca3529d1149558ebb7d505192013"	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
"e4a572bc7492c8561c44f9e68c84b64e"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"9edd7b8346d76a444ff71087e820a78d"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4b64864f619fd6cff90effb732fa685a"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"8612a638846acf832935cb932a1f0398"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"8d61b0799787eb2300cd17eb6be13dba"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"100036873dc4f09b4c408c99177e6a84"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2c9b3b771c1bd7cc1c46a0d3b08ff3c2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"63e3640ad9c1d3e4943f5263b8597be7"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"8a0e0ba9ce4ad78b3fedce18d0cc75cc"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4b35fdf9e80caf0fbc4e6382bcdd4414"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"155e4e60de1c29abf9529bc598a50813"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"98f301584dc71029e7d08ff21aea5971"	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"72f4770762576ed8d553890c084d563e"	0	0	0	0	0	0	0	0	0	10	0	0	7	0	0	0	0	0	0	23	0	24	0	0	0	2	0	0	79
"cc690038ac65c8bcee3343200367fea9"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
"32997cae3953bff3df9553655ceb9194"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
"b23b71ca94ea3aec8dee7e72bdcec9e6"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0
"eaefa498c6b71a373b405492bb3ded07"	0	0	0	0	0	110	0	0	0	12	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77
"2b4b384c3719d4ec01f5317b66292823"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
"93397542fb14c66a3b21aea6e97687d1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"bb1a65ec603dffb482da37ccac1f21fb"	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	6	0	0	0	0	0	0
"d78f5212859db6f3ace8f978049917c5"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"d26e26c105fc1af012ebf228c1f4e5ce"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"f8cb72a20929f6e1fd76bdfd6c08fb6b"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"3508fa1c03a04325689fa70e2d5d0a21"	0	0	0	0	0	0	0	0	12	0	0	0	0	0	96	8	0	0	0	0	0	0	0	15	0	0	0	0	0
"c18036cf5ed59c9ab8c560abf0f065cf"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16093e5cf2e57530e630cc369e5b34b1"	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"cbfebce6ce467565d8d974cfc2a779c2"	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"033c96a72e30bdedde43626737f8d297"	0	0	17	10	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	11	0	0	0	0	0
"4431b2a70850e2f0e002fb48c1eb3e34"	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
"dbdf3dd7b800415ff8a5569aa6545fb8"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
"0a9e75d63858688d326f0ef397311938"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"d93ce15b2814b5bc575cda7354a463e6"	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"5d398557b60d2e7198fa6800922ee031"	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"bf049c4075e6b5765c6277391ec0f134"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	186
"db726ddfe5943bc711c3f30c9331dcf1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0
"76cbbf71fe059323b3e5c6ec7f0c5ef9"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0
